21,13.8,0,18.29,9.92,10.62,6.87,11.08,17.75,13.27,16.14,9.35,15.67,11.99,9.71,9.86,11.73,9.63,15.23,16.67,9.6,10.03,,247.21
22,12.37,0,18.29,10.97,18.51,9.83,12.17,11.41,10.94,16.72,9.54,15.7,12.98,9.71,9.68,14.97,9.3,15.18,16.89,11.57,16.44,,263.17
23,9.7,0,10.55,10.87,11.19,10.37,13.09,12.19,10.4,62.89,10.24,17.34,11.81,9.73,10.13,62.89,10.59,15.63,62.89,12.04,13.05,,387.59
24,9.65,0,10.46,11.12,11.11,10.05,14.13,12.54,10.22,16.56,11.58,23.43,17.02,10.08,9.86,11.88,8.89,17.21,62.89,14.42,12.85,,305.95
25,8.96,0,14.1,10.13,18.51,9.77,15.71,12.72,11.83,31.85,12.97,62.89,13.42,10.05,9.51,22.27,11.55,16.51,16.89,11.33,10.65,,331.62
26,9.9,0,13.53,10.09,10.31,9.67,12.93,11.68,12.48,15.07,7.18,62.89,12.97,10.07,9.03,10.29,9.76,12.56,62.89,9.78,10.01,,323.09
27,9.05,0,11.01,10.06,18.51,10.09,15.52,12.21,14.27,19.08,10.96,27.97,11.7,10.85,9.23,11.68,9.06,14.22,62.89,9.61,9.93,,307.9
28,9.96,0,14.16,10.07,18.54,12.67,16.3,12.12,32.73,22.21,11.32,38.19,10.01,10.46,5.81,14.87,10.04,14.87,62.89,10.23,9.78,,347.23
29,10.24,2.93,18.29,10.18,14.63,10.4,15.86,12.12,14.01,19.65,12.47,25.56,9.96,10.67,9.68,14.22,10.65,13.94,56.78,9.76,10.82,,312.82
30,10.1,7.55,12.26,10.08,15.45,12.93,15.37,12.47,13.28,20.17,12.25,25.31,10.2,10.78,9.77,14.82,9.7,14.76,85.61,9.71,12.15,,344.72
31,10.17,7,14.47,13.89,18.54,16.19,13.82,11.45,13.92,26.5,11.03,25.31,10.2,11.85,9.96,9.74,10.82,65.9,46.15,9.78,16.44,,373.13
32,10.54,7.58,14.97,14.39,10.69,15.92,12.84,11.46,10.61,24.3,48.3,16.04,11.44,15.95,12.36,11.55,13.91,65.9,24.73,12.71,16.44,,382.63
33,11.12,17.92,16.23,14.55,10.77,16.23,15.35,11.41,10.8,26.5,65.9,65.9,13.68,16.69,16.91,11.33,18.68,65.9,24.72,9.87,12.21,,472.67
34,10.43,9.67,14.59,13.67,10.94,16.09,14.34,11.75,12.49,26.5,65.9,48.3,13.61,15.71,16.91,10.76,18.87,65.9,14.9,10.19,14.9,,436.42
35,10.57,10.44,18.29,12.69,12.38,13.76,14.64,11.9,11.75,21.94,65.9,17.24,16.43,15.38,10.41,11.21,17.29,48.3,14.9,13,14.9,,383.32
36,11.41,11.3,18.29,14.41,11.99,11.7,14.44,17.39,11.61,15.78,65.9,17.24,17.02,14.04,11.37,14.79,21.95,65.9,14.93,12.71,14.34,,408.51
37,26.11,9.85,17.08,13.25,12.74,18.77,12.36,13.28,11.46,15.56,15.55,17.24,17.02,15.05,12.15,14.19,18.27,13.34,15.09,14.01,12.25,,314.62
38,28.5,10.12,11.61,11.99,12.22,18.77,11.7,12.13,11.39,15.64,15.66,17.24,17.02,17.02,11.89,13.44,20.29,17.53,24.73,11.72,16.44,,327.05
39,20.23,17.92,10.98,11.14,13.83,17.66,14.22,11.54,8.59,10.06,15.73,17.24,17.02,14.29,14.47,11.43,15.62,14.73,24.73,12.97,15.89,,310.29
40,15.72,7.75,11.2,11.13,13.07,18.77,11.22,12.22,11.62,10.03,15.68,17.24,11.82,10.7,13.15,9.82,14.83,16.67,24.73,18.96,13.26,,289.59
41,15.78,9.86,12.09,11.13,11.46,18.77,12.38,11.58,11.28,10.25,15.66,17.24,11.49,13.27,14.78,9.97,16.02,16.67,24.73,10.27,10.51,,285.19
42,13.62,7.83,8.3,10.98,11.17,18.77,12.96,10.12,12.49,10.06,15.58,17.24,13.04,13.17,12.02,18.53,14.77,16.67,24.73,12,13.65,,287.7
43,12.25,9.53,10.63,11.1,11.14,10.99,11.14,11.23,11.48,10.6,15.64,17.24,10.55,5.99,12.82,8.89,14.77,11.75,15.26,11.36,10.83,,245.19
44,11.62,10.04,12.47,11.34,11.53,10.81,10.63,10.65,10.82,10.26,15.67,14.26,10.16,17.02,11.72,10.06,14.72,10.82,15.17,11.03,10.22,,251.02
45,11.84,9.8,11.26,11.06,10.97,11.21,10.78,11.96,11.09,12.33,15.24,17.24,9.89,17.02,11.4,7.94,13.46,14.04,13.73,10.77,13.08,,256.11
46,11.02,9.91,10.83,11.09,11.15,10.79,10.9,10.38,9.71,9.75,13.19,10.93,9.77,16.11,11.36,11.17,12.6,12.17,12.56,12.85,11.87,,240.11
47,10.58,9.81,7.86,11.89,11.69,5.92,10.62,10.49,10.45,10.11,11.82,10.69,9.8,10.41,11.36,10.85,12.15,10.52,11.94,10.98,16.44,,226.38
48,9.97,10.18,11.11,12.83,11.31,11.14,11.61,10.87,9.38,11.75,11.85,9.14,10.15,9.74,12.47,11.13,11,13.68,11.36,12.1,10,,232.77
,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,,
総計,574.29,370.13,615.11,526.6,559.36,557.62,566.05,635.96,592.86,763.49,796.19,937.01,548.81,548.59,536.32,595.89,573.35,926.86,1135.47,540.49,561.87,132.94,13595.26
49,57.60180542,36.35854617,55.36543654,41.04442712,49.4571176,50.0556553,48.75538329,58.50597976,63.20469083,64.97787234,67.18902954,102.5175055,54.06995074,56.32340862,43.00882117,53.53908356,52.12272727,67.75292398,99.95334507,44.66859504,56.187,#DIV/0!,58.40640976
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,合計電力,27190.52,,,,,,,
,,,,,,,,,,,,,,,時間帯当たり,29.33616727,,,,,,,
